"","pid","year","occ_change","Length.of.time.within.firm"
"3285",247102,2014,"No",26.5830001831055
"3286",247102,2012,"Yes",24.6669998168945
"3287",247102,2009,"Yes",21.5830001831055
"3288",247102,2003,"Yes",15.5
"3289",247102,2005,"No",17.5830001831055
"3290",247102,2007,"No",19.5830001831055
"3291",247102,2013,"No",25.5830001831055
"3292",247102,2008,"Yes",20.6669998168945
"3293",247102,2004,"Yes",16.5
"3294",247102,2011,"No",23.6669998168945
"3295",247102,2006,"Yes",18.6669998168945
"3296",247102,2001,"Yes",13.4169998168945
"3297",247503,2019,"No",NA
"3298",247503,2002,"Yes",0.75
"3299",247503,2010,"No",8.75
"3300",247503,2014,"No",12.75
"3301",247503,2012,"Yes",10.75
"3302",247503,2009,"Yes",7.75
"3303",247503,2015,"No",13.6669998168945
"3304",247503,2017,"No",15.75
"3305",247503,2003,"Yes",1.83299994468689
"3306",247503,2005,"No",3.91700005531311
"3307",247503,2007,"No",5.75
"3308",247503,2020,"No",18.75
"3309",247503,2013,"Yes",11.75
"3310",247503,2016,"No",14.6669998168945
"3311",247503,2008,"Yes",6.75
"3312",247503,2004,"Yes",2.75
"3313",247503,2011,"No",9.83300018310547
"3314",247503,2006,"Yes",4.75
"3315",247503,2001,"Yes",0.0829999968409538
"3316",247701,2002,"No",NA
"3317",247701,2010,"No",34.5
"3318",247701,2014,"No",38.5
"3319",247701,2012,"Yes",36.4169998168945
"3320",247701,2009,"Yes",33.5
"3321",247701,2015,"No",39.5
"3322",247701,2003,"Yes",27.3330001831055
"3323",247701,2005,"No",29.5
"3324",247701,2007,"No",31.5830001831055
"3325",247701,2013,"No",37.5
"3326",247701,2008,"Yes",32.5
"3327",247701,2004,"Yes",28.4169998168945
"3328",247701,2011,"No",35.5
"3329",247701,2006,"Yes",30.4169998168945
"3330",247701,2001,"Yes",25.3330001831055
"3331",247702,2002,"Yes",NA
"3332",247702,2010,"Yes",0.583000004291534
"3333",247702,2014,"No",3.75
"3334",247702,2012,"Yes",1.66700005531311
"3335",247702,2015,"No",4.75
"3336",247702,2007,"Yes",1.58299994468689
"3337",247702,2013,"No",2.75
"3338",247702,2008,"Yes",2.5
"3339",247702,2004,"No",3.08299994468689
"3340",247702,2011,"Yes",0.666999995708466
"3341",247702,2006,"Yes",0.416999995708466
"3342",248202,2002,"No",NA
"3343",248202,2003,"No",5.75
"3344",248202,2004,"No",6.58300018310547
"3345",248202,2001,"Yes",3.41700005531311
"3346",249203,2019,"No",NA
"3347",249203,2002,"No",12.4169998168945
"3348",249203,2010,"No",20.5
"3349",249203,2014,"Yes",3.16700005531311
"3350",249203,2012,"Yes",1.08299994468689
"3351",249203,2009,"No",19.5830001831055
"3352",249203,2015,"Yes",4.16699981689453
"3353",249203,2017,"No",6.08300018310547
"3354",249203,2003,"No",13.5
"3355",249203,2005,"No",15.5830001831055
"3356",249203,2007,"No",17.8330001831055
"3357",249203,2020,"Yes",9.16699981689453
"3358",249203,2013,"Yes",2.16700005531311
"3359",249203,2016,"No",5.08300018310547
"3360",249203,2008,"No",18.6669998168945
"3361",249203,2004,"Yes",14.5830001831055
"3362",249203,2011,"Yes",0.25
"3363",249203,2006,"No",16.6669998168945
"3364",249203,2001,"Yes",11.3330001831055
"3365",249703,2002,"No",NA
"3366",249703,2010,"No",33.25
"3367",249703,2014,"No",37
"3368",249703,2012,"Yes",35
"3369",249703,2009,"Yes",32.3330001831055
"3370",249703,2015,"No",38.0830001831055
"3371",249703,2017,"No",40.1669998168945
"3372",249703,2003,"Yes",26
"3373",249703,2005,"No",28.1669998168945
"3374",249703,2007,"No",30.0830001831055
"3375",249703,2013,"No",36
"3376",249703,2016,"No",39
"3377",249703,2008,"Yes",31.1669998168945
"3378",249703,2004,"Yes",27.0830001831055
"3379",249703,2011,"No",34.1669998168945
"3380",249703,2006,"Yes",29.1669998168945
"3381",249703,2001,"Yes",24.0830001831055
"3382",250001,2001,"Yes",NA
"3383",250002,2001,"No",NA
"3384",250003,2019,"No",NA
"3385",250003,2002,"Yes",18.0830001831055
"3386",250003,2010,"No",26.1669998168945
"3387",250003,2014,"No",30.1669998168945
"3388",250003,2012,"Yes",28.0830001831055
"3389",250003,2009,"Yes",25.25
"3390",250003,2015,"No",31.1669998168945
"3391",250003,2017,"No",33.0830001831055
"3392",250003,2003,"Yes",19.25
"3393",250003,2005,"No",21.0830001831055
"3394",250003,2007,"No",23.3330001831055
"3395",250003,2020,"No",36.0830001831055
"3396",250003,2013,"Yes",29.0830001831055
"3397",250003,2016,"No",32.1669998168945
"3398",250003,2008,"Yes",24.25
"3399",250003,2004,"Yes",20.0830001831055
"3400",250003,2011,"No",27.25
"3401",250003,2006,"Yes",22.25
"3402",250003,2001,"Yes",17.0830001831055
"3403",251202,2002,"Yes",NA
"3404",251202,2010,"No",22.0830001831055
"3405",251202,2014,"No",26
"3406",251202,2012,"Yes",24
"3407",251202,2003,"Yes",14.9169998168945
"3408",251202,2005,"No",17
"3409",251202,2007,"No",19
"3410",251202,2008,"No",20.0830001831055
"3411",251202,2004,"Yes",15.9169998168945
"3412",251202,2006,"No",18
"3413",251202,2001,"Yes",12.9169998168945
"3414",251303,2019,"Yes",NA
"3415",251303,2002,"Yes",0.916999995708466
"3416",251303,2010,"No",2.83299994468689
"3417",251303,2014,"No",3.75
"3418",251303,2012,"Yes",1.5
"3419",251303,2009,"No",2
"3420",251303,2015,"No",4.66699981689453
"3421",251303,2017,"Yes",0.166999995708466
"3422",251303,2003,"No",1.83299994468689
"3423",251303,2005,"No",3.91700005531311
"3424",251303,2007,"Yes",0.833000004291534
"3425",251303,2020,"No",3.16700005531311
"3426",251303,2013,"Yes",2.66700005531311
"3427",251303,2016,"No",5.83300018310547
"3428",251303,2008,"Yes",0.916999995708466
"3429",251303,2004,"No",3
"3430",251303,2011,"Yes",0.666999995708466
"3431",251303,2006,"Yes",0.0829999968409538
"3432",251303,2001,"No",2.58299994468689
"3433",251901,2019,"Yes",NA
"3434",251901,2002,"No",14.6669998168945
"3435",251901,2010,"No",22.75
"3436",251901,2014,"No",26.9169998168945
"3437",251901,2012,"Yes",24.5830001831055
"3438",251901,2009,"Yes",21.6669998168945
"3439",251901,2015,"No",27.6669998168945
"3440",251901,2017,"No",29.5
"3441",251901,2003,"Yes",15.8330001831055
"3442",251901,2005,"No",17.8330001831055
"3443",251901,2007,"No",20
"3444",251901,2020,"Yes",2
"3445",251901,2013,"No",25.8330001831055
"3446",251901,2016,"No",28.5
"3447",251901,2008,"Yes",20.75
"3448",251901,2004,"Yes",16.4169998168945
"3449",251901,2011,"No",23.75
"3450",251901,2006,"Yes",19
"3451",251901,2001,"Yes",13.4169998168945
"3452",253203,2019,"No",NA
"3453",253203,2002,"Yes",9.41699981689453
"3454",253203,2010,"No",17.4169998168945
"3455",253203,2014,"No",21.3330001831055
"3456",253203,2012,"Yes",19.25
"3457",253203,2009,"Yes",16.4169998168945
"3458",253203,2015,"No",22.25
"3459",253203,2017,"No",24.25
"3460",253203,2003,"Yes",10.5
"3461",253203,2005,"No",12.5
"3462",253203,2007,"No",14.3330001831055
"3463",253203,2020,"No",27.25
"3464",253203,2013,"Yes",20.25
"3465",253203,2016,"No",23.25
"3466",253203,2008,"Yes",15.4169998168945
"3467",253203,2004,"Yes",11.25
"3468",253203,2011,"No",18.4169998168945
"3469",253203,2006,"Yes",13.25
"3470",253203,2001,"Yes",8.66699981689453
"3471",253303,2019,"No",NA
"3472",253303,2002,"Yes",2.58299994468689
"3473",253303,2010,"No",10.6669998168945
"3474",253303,2014,"No",14.5830001831055
"3475",253303,2012,"Yes",12.6669998168945
"3476",253303,2009,"Yes",9.66699981689453
"3477",253303,2015,"No",15.6669998168945
"3478",253303,2017,"No",17.5830001831055
"3479",253303,2003,"Yes",3.58299994468689
"3480",253303,2005,"No",5.58300018310547
"3481",253303,2007,"No",7.66699981689453
"3482",253303,2020,"No",20.6669998168945
"3483",253303,2013,"Yes",13.5830001831055
"3484",253303,2016,"No",16.5830001831055
"3485",253303,2008,"Yes",8.58300018310547
"3486",253303,2004,"Yes",4.83300018310547
"3487",253303,2011,"No",11.6669998168945
"3488",253303,2006,"Yes",6.66699981689453
"3489",253303,2001,"Yes",1.5
"3490",255302,2002,"No",NA
"3491",255302,2010,"No",16.5830001831055
"3492",255302,2014,"No",20.4169998168945
"3493",255302,2012,"Yes",18.5830001831055
"3494",255302,2009,"Yes",15.5830001831055
"3495",255302,2003,"Yes",9.33300018310547
"3496",255302,2005,"No",11.3330001831055
"3497",255302,2007,"No",13.4169998168945
"3498",255302,2013,"No",19.5
"3499",255302,2008,"Yes",15.0830001831055
"3500",255302,2004,"Yes",10.4169998168945
"3501",255302,2011,"No",17.5830001831055
"3502",255302,2006,"Yes",12.4169998168945
"3503",255302,2001,"Yes",7.33300018310547
"3504",256501,2002,"No",NA
"3505",256501,2010,"Yes",7.58300018310547
"3506",256501,2012,"No",9.33300018310547
"3507",256501,2009,"Yes",6.5
"3508",256501,2015,"Yes",1.08299994468689
"3509",256501,2003,"Yes",0.166999995708466
"3510",256501,2005,"No",2.5
"3511",256501,2007,"No",4.33300018310547
"3512",256501,2013,"No",10.25
"3513",256501,2008,"Yes",5.25
"3514",256501,2004,"Yes",1.16700005531311
"3515",256501,2011,"No",8.5
"3516",256501,2006,"Yes",3.83299994468689
"3517",256501,2001,"No",13.25
"3518",256502,2019,"Yes",NA
"3519",256502,2002,"No",12.9169998168945
"3520",256502,2010,"No",21.25
"3521",256502,2014,"Yes",0.0829999968409538
"3522",256502,2012,"No",1.58299994468689
"3523",256502,2009,"No",20.1669998168945
"3524",256502,2015,"Yes",0.25
"3525",256502,2017,"No",2.25
"3526",256502,2003,"No",13.8330001831055
"3527",256502,2005,"No",16.1669998168945
"3528",256502,2007,"No",18
"3529",256502,2020,"Yes",5.16699981689453
"3530",256502,2013,"Yes",2.5
"3531",256502,2016,"Yes",1.25
"3532",256502,2008,"No",18.9169998168945
"3533",256502,2004,"Yes",14.8330001831055
"3534",256502,2011,"Yes",0.75
"3535",256502,2006,"No",17.5
"3536",256502,2001,"Yes",11.8330001831055
"3537",257101,2002,"No",NA
"3538",257101,2005,"Yes",1.5
"3539",257101,2001,"No",32.5830001831055
"3540",257102,2002,"Yes",NA
"3541",257102,2010,"No",26.1669998168945
"3542",257102,2009,"Yes",25.0830001831055
"3543",257102,2003,"Yes",18.75
"3544",257102,2005,"No",20.8330001831055
"3545",257102,2007,"No",22.9169998168945
"3546",257102,2008,"No",23.8330001831055
"3547",257102,2004,"Yes",19.8330001831055
"3548",257102,2006,"No",22.4169998168945
"3549",257102,2001,"Yes",16.8330001831055
"3550",258003,2019,"Yes",NA
"3551",258003,2002,"Yes",1.75
"3552",258003,2010,"No",6.08300018310547
"3553",258003,2014,"No",9.75
"3554",258003,2012,"Yes",8.08300018310547
"3555",258003,2009,"Yes",4.91699981689453
"3556",258003,2015,"No",10.9169998168945
"3557",258003,2017,"No",12.75
"3558",258003,2003,"Yes",2.91700005531311
"3559",258003,2005,"Yes",0.833000004291534
"3560",258003,2007,"No",3.08299994468689
"3561",258003,2020,"No",15.75
"3562",258003,2013,"Yes",9
"3563",258003,2016,"No",11.8330001831055
"3564",258003,2008,"Yes",4
"3565",258003,2004,"Yes",3.91700005531311
"3566",258003,2011,"No",6.91699981689453
"3567",258003,2006,"Yes",2.08299994468689
"3568",258003,2001,"Yes",0.75
"3569",259301,2002,"No",NA
"3570",259301,2010,"No",24.9169998168945
"3571",259301,2014,"No",28.8330001831055
"3572",259301,2012,"Yes",27
"3573",259301,2009,"Yes",24
"3574",259301,2003,"Yes",17.8330001831055
"3575",259301,2005,"No",20
"3576",259301,2007,"No",22
"3577",259301,2013,"No",27.9169998168945
"3578",259301,2008,"Yes",22.9169998168945
"3579",259301,2004,"Yes",18.9169998168945
"3580",259301,2011,"No",25.9169998168945
"3581",259301,2006,"Yes",21
"3582",259301,2001,"Yes",15.8330001831055
"3583",259302,2010,"No",NA
"3584",259302,2009,"Yes",20.8330001831055
"3585",259302,2005,"Yes",16.8330001831055
"3586",259302,2007,"No",18.75
"3587",259302,2008,"No",19.75
"3588",259302,2004,"Yes",15.75
"3589",259302,2011,"No",22.75
"3590",259302,2006,"Yes",17.8330001831055
"3591",260701,2002,"Yes",NA
"3592",260701,2003,"No",6.33300018310547
"3593",260701,2001,"Yes",4.33300018310547
"3594",261901,2002,"No",NA
"3595",261901,2010,"Yes",2.66700005531311
"3596",261901,2014,"No",6.5
"3597",261901,2012,"Yes",4.5
"3598",261901,2009,"Yes",1.58299994468689
"3599",261901,2003,"No",14.25
"3600",261901,2005,"No",16.3330001831055
"3601",261901,2007,"No",18.25
"3602",261901,2013,"Yes",5.5
"3603",261901,2008,"Yes",0.666999995708466
"3604",261901,2004,"No",15.25
"3605",261901,2011,"Yes",3.58299994468689
"3606",261901,2006,"No",17.3330001831055
"3607",261901,2001,"Yes",12.25
"3608",261902,2019,"No",NA
"3609",261902,2002,"Yes",16.75
"3610",261902,2010,"No",24.8330001831055
"3611",261902,2014,"No",28.6669998168945
"3612",261902,2012,"Yes",26.6669998168945
"3613",261902,2009,"Yes",23.75
"3614",261902,2015,"No",29.6669998168945
"3615",261902,2017,"No",31.6669998168945
"3616",261902,2003,"Yes",17.6669998168945
"3617",261902,2005,"No",19.75
"3618",261902,2007,"No",21.6669998168945
"3619",261902,2020,"No",34.75
"3620",261902,2013,"Yes",27.6669998168945
"3621",261902,2016,"No",30.6669998168945
"3622",261902,2008,"Yes",22.8330001831055
"3623",261902,2004,"Yes",18.6669998168945
"3624",261902,2011,"No",25.75
"3625",261902,2006,"Yes",20.75
"3626",261902,2001,"Yes",15.6669998168945
"3627",262503,2019,"No",NA
"3628",262503,2002,"Yes",8.33300018310547
"3629",262503,2010,"No",16.3330001831055
"3630",262503,2014,"No",20.75
"3631",262503,2012,"Yes",18.1669998168945
"3632",262503,2009,"Yes",15.5
"3633",262503,2015,"No",21.6669998168945
"3634",262503,2017,"No",23.1669998168945
"3635",262503,2003,"Yes",9.16699981689453
"3636",262503,2005,"No",11.3330001831055
"3637",262503,2007,"No",13.6669998168945
"3638",262503,2020,"No",26.1669998168945
"3639",262503,2013,"Yes",19.5
"3640",262503,2016,"No",22.3330001831055
"3641",262503,2008,"Yes",14.0830001831055
"3642",262503,2004,"Yes",10
"3643",262503,2011,"No",17.1669998168945
"3644",262503,2006,"Yes",12.1669998168945
"3645",262503,2001,"Yes",7.25
"3646",264502,2002,"No",NA
"3647",264502,2010,"Yes",0.75
"3648",264502,2009,"Yes",0.166999995708466
"3649",264502,2003,"No",12.9169998168945
"3650",264502,2005,"Yes",0.416999995708466
"3651",264502,2007,"No",2.41700005531311
"3652",264502,2008,"No",3.41700005531311
"3653",264502,2004,"Yes",0.416999995708466
"3654",264502,2006,"No",1.41700005531311
"3655",264502,2001,"No",11
"3656",267304,2011,"No",NA
"3657",267304,2001,"Yes",0.5
"3658",267604,2019,"No",NA
"3659",267604,2002,"Yes",0.25
"3660",267604,2010,"No",1.25
"3661",267604,2014,"No",5.25
"3662",267604,2012,"Yes",3
"3663",267604,2015,"No",6.16699981689453
"3664",267604,2017,"No",8.16699981689453
"3665",267604,2005,"Yes",0.5
"3666",267604,2007,"Yes",0.25
"3667",267604,2020,"Yes",0.166999995708466
"3668",267604,2013,"No",4.16699981689453
"3669",267604,2016,"No",6.91699981689453
"3670",267604,2008,"Yes",1.16700005531311
"3671",267604,2004,"No",2.16700005531311
"3672",267604,2011,"No",2.25
"3673",267604,2006,"Yes",1.58299994468689
"3674",267604,2001,NA,1.58299994468689
"3675",268501,2002,"Yes",NA
"3676",268501,2004,"Yes",0.583000004291534
"3677",268502,2019,"No",NA
"3678",268502,2010,"Yes",1.25
"3679",268502,2014,"No",5.25
"3680",268502,2012,"Yes",3.25
"3681",268502,2009,"Yes",0.166999995708466
"3682",268502,2015,"No",6.25
"3683",268502,2017,"No",8.16699981689453
"3684",268502,2003,"Yes",0.5
"3685",268502,2005,"No",2.58299994468689
"3686",268502,2007,"No",4.66699981689453
"3687",268502,2020,"No",11.1669998168945
"3688",268502,2013,"Yes",4.16699981689453
"3689",268502,2016,"No",7.16699981689453
"3690",268502,2008,"Yes",5.58300018310547
"3691",268502,2004,"Yes",1.5
"3692",268502,2011,"No",2.33299994468689
"3693",268502,2006,"No",3.58299994468689
"3694",268502,2001,"Yes",1.25
"3695",276204,2019,"No",NA
"3696",276204,2002,"Yes",20.4169998168945
"3697",276204,2010,"No",28.6669998168945
"3698",276204,2014,"No",32.5830001831055
"3699",276204,2012,"Yes",30.5830001831055
"3700",276204,2009,"Yes",27.5830001831055
"3701",276204,2015,"No",33.5830001831055
"3702",276204,2017,"No",35.5
"3703",276204,2003,"Yes",21.4169998168945
"3704",276204,2005,"No",23.5830001831055
"3705",276204,2007,"No",25.5830001831055
"3706",276204,2020,"No",38.5
"3707",276204,2013,"Yes",31.5
"3708",276204,2016,"No",34.5830001831055
"3709",276204,2008,"Yes",26.5830001831055
"3710",276204,2004,"Yes",22.5
"3711",276204,2011,"No",29.6669998168945
"3712",276204,2006,"Yes",24.5830001831055
"3713",276204,2001,"Yes",19.4169998168945
"3714",278002,2002,"Yes",NA
"3715",278301,2019,"No",NA
"3716",278301,2002,"Yes",23.25
"3717",278301,2010,"No",31.3330001831055
"3718",278301,2014,"No",35.3330001831055
"3719",278301,2012,"Yes",33.3330001831055
"3720",278301,2009,"Yes",30.3330001831055
"3721",278301,2015,"No",36.3330001831055
"3722",278301,2017,"No",38.3330001831055
"3723",278301,2003,"Yes",24.25
"3724",278301,2005,"No",26.3330001831055
"3725",278301,2007,"No",28.3330001831055
"3726",278301,2013,"No",34.3330001831055
"3727",278301,2016,"No",37.3330001831055
"3728",278301,2008,"Yes",29.3330001831055
"3729",278301,2004,"Yes",25.25
"3730",278301,2011,"No",32.3330001831055
"3731",278301,2006,"Yes",27.3330001831055
"3732",278301,2001,"Yes",22.25
"3733",280801,2002,"No",NA
"3734",280801,2010,"No",31.0830001831055
"3735",280801,2012,"No",33.0830001831055
"3736",280801,2009,"Yes",30.0830001831055
"3737",280801,2003,"Yes",23.9169998168945
"3738",280801,2005,"No",26.0830001831055
"3739",280801,2007,"No",28.0830001831055
"3740",280801,2013,"No",34.0830001831055
"3741",280801,2008,"Yes",29.0830001831055
"3742",280801,2004,"Yes",24.9169998168945
"3743",280801,2011,"No",32
"3744",280801,2006,"Yes",27.0830001831055
"3745",280801,2001,"Yes",22
"3746",280802,2019,"Yes",NA
"3747",280802,2002,"Yes",0.333000004291534
"3748",280802,2010,"Yes",0.0829999968409538
"3749",280802,2014,"No",4
"3750",280802,2012,"Yes",2.08299994468689
"3751",280802,2009,"No",7.33300018310547
"3752",280802,2015,"Yes",5.08300018310547
"3753",280802,2017,"No",7
"3754",280802,2003,"Yes",1.16700005531311
"3755",280802,2005,"No",3.33299994468689
"3756",280802,2007,"No",5.33300018310547
"3757",280802,2020,"No",10.1669998168945
"3758",280802,2013,"Yes",3.08299994468689
"3759",280802,2016,"No",6
"3760",280802,2008,"No",6.33300018310547
"3761",280802,2004,"Yes",2.16700005531311
"3762",280802,2011,"Yes",1
"3763",280802,2006,"No",4.33300018310547
"3764",280802,2001,"Yes",2.25
"3765",282601,2002,"No",NA
"3766",282601,2010,"Yes",2.08299994468689
"3767",282601,2014,"No",3.66700005531311
"3768",282601,2012,"Yes",1.66700005531311
"3769",282601,2009,"Yes",1.16700005531311
"3770",282601,2015,"No",4.91699981689453
"3771",282601,2005,"Yes",0.166999995708466
"3772",282601,2007,"No",0.75
"3773",282601,2013,"No",2.75
"3774",282601,2008,"Yes",0.0829999968409538
"3775",282601,2011,"No",0.666999995708466
"3776",282601,2006,"No",1.25
"3777",282601,2001,"No",3.91700005531311
"3778",283001,2019,"Yes",NA
"3779",283001,2002,"No",22.4169998168945
"3780",283001,2010,"No",30.4169998168945
"3781",283001,2014,"No",34.4169998168945
"3782",283001,2012,"Yes",32.3330001831055
"3783",283001,2009,"Yes",29.4169998168945
"3784",283001,2015,"No",35.4169998168945
"3785",283001,2017,"Yes",0.666999995708466
"3786",283001,2003,"No",23.3330001831055
"3787",283001,2005,"No",25.3330001831055
"3788",283001,2007,"No",27.3330001831055
"3789",283001,2020,"Yes",3.66700005531311
"3790",283001,2013,"No",33.3330001831055
"3791",283001,2016,"No",36.5
"3792",283001,2008,"Yes",28.3330001831055
"3793",283001,2004,"Yes",24.3330001831055
"3794",283001,2011,"No",31.4169998168945
"3795",283001,2006,"Yes",26.3330001831055
"3796",283001,2001,"Yes",21.3330001831055
"3797",283301,2002,"Yes",NA
"3798",283301,2010,"Yes",2
"3799",283301,2009,"Yes",1.08299994468689
"3800",283301,2003,"No",4
"3801",283301,2005,"No",6.08300018310547
"3802",283301,2007,"No",8.08300018310547
"3803",283301,2008,"No",9.08300018310547
"3804",283301,2004,"Yes",5
"3805",283301,2011,"Yes",3.16700005531311
"3806",283301,2006,"No",7.08300018310547
"3807",283301,2001,"Yes",2
"3808",283501,2019,"No",NA
"3809",283501,2002,"Yes",26.5830001831055
"3810",283501,2010,"No",34.5830001831055
"3811",283501,2014,"No",38.5830001831055
"3812",283501,2012,"Yes",36.5830001831055
"3813",283501,2009,"Yes",33.5830001831055
"3814",283501,2015,"No",39.6669998168945
"3815",283501,2017,"No",41.5830001831055
"3816",283501,2003,"Yes",27.5
"3817",283501,2005,"No",29.5830001831055
"3818",283501,2007,"No",31.5830001831055
"3819",283501,2020,"No",44.5830001831055
"3820",283501,2013,"Yes",37.5830001831055
"3821",283501,2016,"No",40.6669998168945
"3822",283501,2008,"Yes",32.5830001831055
"3823",283501,2004,"Yes",28.5830001831055
"3824",283501,2011,"No",35.5830001831055
"3825",283501,2006,"Yes",30.5830001831055
"3826",283501,2001,"Yes",25.5
"3827",283502,2019,"Yes",NA
"3828",283502,2002,"Yes",7.66699981689453
"3829",283502,2010,"No",15.6669998168945
"3830",283502,2014,"No",19.6669998168945
"3831",283502,2012,"Yes",17.6669998168945
"3832",283502,2009,"Yes",14.6669998168945
"3833",283502,2015,"No",20.75
"3834",283502,2017,"No",22.6669998168945
"3835",283502,2003,"Yes",8.58300018310547
"3836",283502,2005,"No",10.6669998168945
"3837",283502,2007,"No",12.6669998168945
"3838",283502,2020,"No",25.6669998168945
"3839",283502,2013,"Yes",18.6669998168945
"3840",283502,2016,"No",21.75
"3841",283502,2008,"Yes",13.6669998168945
"3842",283502,2004,"Yes",9.66699981689453
"3843",283502,2011,"No",16.6669998168945
"3844",283502,2006,"Yes",11.6669998168945
"3845",283502,2001,"Yes",6.58300018310547
"3846",283905,2019,"No",NA
"3847",283905,2002,"No",11.0830001831055
"3848",283905,2010,"No",19.0830001831055
"3849",283905,2014,"Yes",2.08299994468689
"3850",283905,2012,"Yes",0.0829999968409538
"3851",283905,2009,"No",18.0830001831055
"3852",283905,2015,"Yes",3.16700005531311
"3853",283905,2017,"No",5.16699981689453
"3854",283905,2003,"No",12
"3855",283905,2005,"No",14.1669998168945
"3856",283905,2007,"No",16.1669998168945
"3857",283905,2020,"Yes",8.16699981689453
"3858",283905,2013,"Yes",1.08299994468689
"3859",283905,2016,"No",4.08300018310547
"3860",283905,2008,"No",17.1669998168945
"3861",283905,2004,"Yes",13
"3862",283905,2011,"No",20.1669998168945
"3863",283905,2006,"Yes",15.0830001831055
"3864",283905,2001,"Yes",10.0830001831055
"3865",283906,2019,"Yes",NA
"3866",283906,2002,"No",9
"3867",283906,2010,"No",16.9169998168945
"3868",283906,2014,"No",20.9169998168945
"3869",283906,2012,"Yes",18.9169998168945
"3870",283906,2009,"Yes",15.9169998168945
"3871",283906,2015,"No",22.0830001831055
"3872",283906,2017,"Yes",0.0829999968409538
"3873",283906,2003,"No",9.91699981689453
"3874",283906,2005,"No",11.9169998168945
"3875",283906,2007,"No",13.9169998168945
"3876",283906,2020,"Yes",3
"3877",283906,2013,"No",19.9169998168945
"3878",283906,2008,"Yes",15.0830001831055
"3879",283906,2004,"Yes",10.8330001831055
"3880",283906,2011,"No",17.9169998168945
"3881",283906,2006,"Yes",12.9169998168945
"3882",283906,2001,"Yes",7.91699981689453
"3883",285002,2019,"No",NA
"3884",285002,2002,"Yes",4.91699981689453
"3885",285002,2010,"No",6.25
"3886",285002,2014,"No",10.6669998168945
"3887",285002,2012,"Yes",8.33300018310547
"3888",285002,2009,"Yes",5.33300018310547
"3889",285002,2015,"No",11.5830001831055
"3890",285002,2017,"No",13.3330001831055
"3891",285002,2003,"Yes",5.91699981689453
"3892",285002,2005,"Yes",1.33299994468689
"3893",285002,2007,"No",3.33299994468689
"3894",285002,2020,"No",16.3330001831055
"3895",285002,2013,"Yes",9.33300018310547
"3896",285002,2016,"No",12.4169998168945
"3897",285002,2008,"Yes",4.33300018310547
"3898",285002,2004,"Yes",0.25
"3899",285002,2011,"No",7.33300018310547
"3900",285002,2006,"Yes",2.33299994468689
"3901",285002,2001,"No",3.91700005531311
"3902",287501,2019,"No",NA
"3903",287501,2002,"No",15.6669998168945
"3904",287501,2010,"Yes",3.08299994468689
"3905",287501,2014,"No",7.25
"3906",287501,2012,"Yes",5.16699981689453
"3907",287501,2009,"Yes",2.33299994468689
"3908",287501,2015,"No",8.08300018310547
"3909",287501,2017,"No",12.5
"3910",287501,2003,"No",16.5
"3911",287501,2005,"Yes",1.66700005531311
"3912",287501,2007,"No",3.75
"3913",287501,2020,"No",15.0830001831055
"3914",287501,2013,"Yes",5.91699981689453
"3915",287501,2016,"No",9
"3916",287501,2008,"Yes",1.08299994468689
"3917",287501,2004,"Yes",0.666999995708466
"3918",287501,2011,"No",4.16699981689453
"3919",287501,2006,"Yes",2.83299994468689
"3920",287501,2001,"No",14.6669998168945
"3921",287502,2019,"No",NA
"3922",287502,2002,"Yes",14.8330001831055
"3923",287502,2010,"No",22.8330001831055
"3924",287502,2014,"No",27
"3925",287502,2012,"Yes",24.9169998168945
"3926",287502,2009,"Yes",22
"3927",287502,2015,"No",27.8330001831055
"3928",287502,2017,"No",30.0830001831055
"3929",287502,2003,"Yes",15.6669998168945
"3930",287502,2005,"No",17.75
"3931",287502,2007,"No",19.8330001831055
"3932",287502,2020,"No",32.6669998168945
"3933",287502,2013,"Yes",25.6669998168945
"3934",287502,2016,"No",28.75
"3935",287502,2008,"Yes",20.8330001831055
"3936",287502,2004,"Yes",16.75
"3937",287502,2011,"No",23.9169998168945
"3938",287502,2006,"Yes",18.8330001831055
"3939",287502,2001,"Yes",13.8330001831055
"3940",288206,2019,"No",NA
"3941",288206,2002,"Yes",11.0830001831055
"3942",288206,2010,"No",19.0830001831055
"3943",288206,2014,"No",23.0830001831055
"3944",288206,2012,"Yes",21.1669998168945
"3945",288206,2009,"Yes",18.1669998168945
"3946",288206,2015,"No",24.1669998168945
"3947",288206,2017,"No",26.0830001831055
"3948",288206,2003,"Yes",12.1669998168945
"3949",288206,2005,"No",14.0830001831055
"3950",288206,2007,"No",16.1669998168945
"3951",288206,2020,"No",29.0830001831055
"3952",288206,2013,"Yes",22.0830001831055
"3953",288206,2016,"No",25.0830001831055
"3954",288206,2008,"Yes",17.0830001831055
"3955",288206,2004,"Yes",13.1669998168945
"3956",288206,2011,"No",20.1669998168945
"3957",288206,2006,"Yes",15.0830001831055
"3958",288206,2001,"Yes",10.25
"3959",288901,2010,"Yes",NA
"3960",288901,2014,"No",12
"3961",288901,2012,"Yes",9.91699981689453
"3962",288901,2009,"Yes",6.91699981689453
"3963",288901,2015,"No",13
"3964",288901,2003,"Yes",0.833000004291534
"3965",288901,2005,"No",3
"3966",288901,2007,"No",5
"3967",288901,2013,"No",10.9169998168945
"3968",288901,2016,"No",13.9169998168945
"3969",288901,2008,"Yes",6
